id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-SA-x-hejaz-cs-001	كِيف حَالَك أَبْغَى أَبْعَت email لِلْمُدِير دَحِّين	كيف حالك أبغى أبعت email للمدير دحين	ˈkiːf ˈħaːlak ˈʔabɣaː ˈʔabʕat imeːl lilmuˈdiːr daħˈħiːn	how are you, I want to send an email to the manager now	email	[tech] email→imeːl (loan into 8-vowel set, mid /eː/ present). Hejazi frame كيف حالك/أبغى/دحّين/مو/زين/هادا/مرّة (omar1975; abdoh2010), no Cairene lexicon. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-002	عِنْدِي laptop جَدِيد بَس wifi بَطِيء	عندي laptop جديد بس wifi بطيء	ˈʕindiː labtub dʒaˈdiːd ˈbas wifi bɑˈtˤiːʔ	I have a new laptop but the wifi is slow	laptop;wifi	[tech] laptop→labtub (/p/→[b], watson2002); wifi→wifi (all segments native). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-003	نَسِيت password حَقّ email	نسيت password حق email	naˈsiːt baswuːrd ˈħaɡɡ imeːl	I forgot the password of the email	password;email	[tech] password→baswuːrd (/p/→[b]); email→imeːl. Hejazi possessive حَقّ (omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-004	عِنْدِي meeting مُهِمّ مَعَ manager بُكْرَة	عندي meeting مهم مع manager بكرة	ˈʕindiː miːtinɡ muˈhimm ˈmaʕa manadʒar ˈbukra	I have an important meeting with a manager tomorrow	meeting;manager	[work] meeting→miːtinɡ (/ŋ/→[nɡ]); manager→manadʒar — Hejazi keeps loan /dʒ/ (ج=/dʒ/, abdoh2010), UNLIKE Cairene [manaɡar]. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-005	لَازِم نِعْمَل update لِلْبَرْنَامِج دَحِّين	لازم نعمل update للبرنامج دحين	ˈlaːzim ˈniʕmal abdat lilbarˈnaːmidʒ daħˈħiːn	we have to do an update for the program now	update	[tech] update→abdat (/p/→[b], initial cluster resolved). دَحِّين 'now' Hejazi (abdoh2010). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-006	أَنَا think هَادَا model غَالِي مَرَّة	أنا think هادا model غالي مرة	ˈʔanaː θink ˈhaːdaː mudil ˈɣaːliː ˈmarra	I think this model is very expensive	think;model	[daily] think→θink — default table keeps interdental /θ/, UNLIKE Cairene [tink]; model→mudil. Intensifier مَرَّة 'very' (omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-007	فِي offer زَين وْ discount كْبِير	في offer زين و discount كبير	ˈfiː ufar ˈzeːn w disawnt ˈkbiːr	there is a good offer and a big discount	offer;discount	[commerce] offer→ufar; discount→disawnt. Hejazi زَين 'good' (omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-008	الدَّفْع cash مُو بِكَرت	الدفع cash مو بكرت	adˈdafʕ kaʃ ˈmuː biˈkart	payment is cash, not by card	cash	[commerce] cash→kaʃ. Predicate negator مُو /muː/ (Hejazi, omar1975), not Cairene mish. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-009	service مُو زَين وْ delivery مِتْأَخِّر	service مو زين و delivery متأخر	sarfis ˈmuː ˈzeːn w dilifari mitˈʔaxxir	the service is not good and the delivery is late	service;delivery	[commerce] service→sarfis (/v/→[f]); delivery→dilifari. مُو negator + زَين (omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-010	وَدَّيت السَّيَّارَة garage دَحِّين	وديت السيارة garage دحين	wadˈdeːt assajˈjaːra ɡaːradʒ daħˈħiːn	I took the car to a garage now	garage	[automotive] garage→ɡaːradʒ — Hejazi keeps final loan /dʒ/ (ج=/dʒ/, abdoh2010), UNLIKE Cairene [ɡaːraɡ]. وَدَّيت→[waddeːt] /aj/→[eː] (omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-011	هَادَا model جَدِيد وْ automatic	هادا model جديد و automatic	ˈhaːdaː mudil dʒaˈdiːd w aatumatik	this model is new and automatic	model;automatic	[automotive] model→mudil; automatic→aatumatik. Demonstrative هَادَا (abdoh2010); جَدِيد ج=/dʒ/. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-012	نَشُوفَك فِي weekend إِن شَاء الله	نشوفك في weekend إن شاء الله	naˈʃuːfak ˈfiː wiːkind ˈʔin ˈʃaːʔ ˈallah	we'll see you on the weekend, God willing	weekend	[daily] weekend→wiːkind. نَشُوفَك 'we see you' (omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-013	السَّيَّارَة رَاحَت سَرْفِيس الصُّبْح	السيارة راحت سرفيس الصبح	assajˈjaːra ˈraːħat sarˈfiːs ɑsˤˈsˤubħ	the car went for a service this morning	سَرْفِيس	[automotive] loan سرفيس 'service (station)' → saˈrfiːs (/v/→[f]); attested urban Hejazi/Gulf [sarfiːs]. Pipeline reads the vocalised loan natively and matches. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-014	دَفَعْت كَاش مُو بِكَرت	دفعت كاش مو بكرت	daˈfaʕt ˈkaːʃ ˈmuː biˈkart	I paid cash, not by card	كَاش	[commerce] loan كاش 'cash' → kaːʃ, matches attested [kaːʃ]; كرت 'card'→kart. مُو negator (omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-015	هَادَا الجِّير أُوتُومَاتِيك	هادا الجير أوتوماتيك	ˈhaːdaː ˈldʒdʒiːr ʔuːtuːmaːˈtiːk	this gear is automatic	أُوتُومَاتِيك	[automotive] loan أوتوماتيك 'automatic' → [ʔutumaːtik] attested; pipeline lengthens the mater vowels. STRESS BUG (documented): pipeline emits ʔuːtuːmaˈːtiːk — ˈ placed inside the length mark; engine truth, kept pinned. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-SA-x-hejaz-cs-016	كَلِّمْنِي عَلَى المُوبَايِل بُكْرَة	كلمني على الموبايل بكرة	kaˈllimniː ˈʕalaː lmoˈbaːjil ˈbukra	call me on the mobile tomorrow	المُوبَايِل	[tech] loan موبايل 'mobile'; attested [mobaːjil] with loan mid vowel [o]. PIPELINE WRONG: emits 'lmuˈːbaːjil' — reads و as [uː] not [o] and misplaces stress (ˈ inside length mark). Correct loan IPA pinned in ipa. table: default pan-Arabic (Watson 2002; Holes 2004)	known-wrong
ar-SA-x-hejaz-cs-017	قَعَدْنَا نِتْفَرَّج تِلِفِزْيُون	قعدنا نتفرج تلفزيون	ɡaˈʕadnaː niˈtfarradʒ tilifizˈjoːn	we sat watching television	تِلِفِزْيُون	[daily] loan تلفزيون 'television'; attested [tilifizjoːn] with loan mid [oː]. PIPELINE WRONG: emits 'tilifiˈzjuːn' — reads يُو as [juː] not the loan [joː]. Correct loan IPA pinned in ipa. table: default pan-Arabic (Watson 2002; Holes 2004)	known-wrong
ar-SA-x-hejaz-cs-018	keef 7aalak esh a5baarak	keef 7aalak esh a5baarak	ˈkiːf ˈħaːlak ˈʔajʃ ʔaˈxbaːrak	how are you, what's your news	keef;7aalak;a5baarak	[daily] Arabizi (3arabi): 7=ح, 5=خ. Spells كيف حالك أيش أخبارك. Pipeline has no Arabizi path (translit never sniffs Latin as Arabic); ipa is the Hejazi reading of the spelt sentence (omar1975).	unsupported
ar-SA-x-hejaz-cs-019	abgha aroo7 al soog ma3 5aalid	abgha aroo7 al soog ma3 5aalid	ˈʔabɣaː ʔaˈruːħ aˈssuːɡ ˈmaʕ ˈxaːlid	I want to go to the market with Khalid	abgha;aroo7;ma3;5aalid	[daily] Arabizi: 7=ح, 3=ع, 5=خ. Spells أبغى أروح السوق مع خالد. unsupported (no Arabizi path); ipa = Hejazi reading, qaf→[ɡ] in sūg (omar1975; abdoh2010).	unsupported
ar-SA-x-hejaz-cs-020	ta3aal shoof al bait ba3dain	ta3aal shoof al bait ba3dain	taˈʕaːl ˈʃuːf aˈlbeːt baˈʕdeːn	come see the house later	ta3aal;shoof;ba3dain	[daily] Arabizi: 3=ع. Spells تعال شوف البيت بعدين. unsupported; ipa = Hejazi reading, /aj/→[eː] monophthong in bēt/baʕdēn (omar1975).	unsupported
