id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-x-maghrebi-cs-001	بْغِيت أَبْعَت email لِلْمُدِير دَابَا	بغيت أبعت email للمدير دابا	ˈbɣiːt ˈʔabʕat imiːl lilmuˈdiːr ˈdaːbaː	I want to send an email to the manager now	email	[tech] email→imiːl. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-002	عِنْدِي meeting مُهِمّ مَعَ manager دَابَا	عندي meeting مهم مع manager دابا	ˈʕindiː miːtink muˈhimm ˈmaʕa manadʒar ˈdaːbaː	I have an important meeting with a manager now	meeting;manager	[work] meeting→miːtink; manager→manadʒar. node rank-1: ق→[q] retained (first-layer, لقيت→laˈqiːt), ج→[ʒ]; the node lacks /ɡ/ so meeting→miːtink and garage→kaːradʒ (total projection /ɡ/→nearest [k]) (guerrero2019; guerrero2021; heath2002; marcais1977). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-003	فِي offer مْزْيَان وْ discount كْبِير	في offer مزيان و discount كبير	ˈfiː ufar ˈmzjaːn w disawnt ˈkbiːr	there is a good offer and a big discount	offer;discount	[commerce] offer→ufar; discount→disawnt. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-004	لَازِم نَعْمَل update لِلْبَرْنَامِج دَابَا	لازم نعمل update للبرنامج دابا	ˈlaːzim ˈnaʕmal abdat lilbaˈrnaːmiʒ ˈdaːbaː	we have to do an update for the program now	update	[tech] update→abdat. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-005	شُفْت video مْزْيَان عَلَى online	شفت video مزيان على online	ˈʃuft fidiu ˈmzjaːn ˈʕalaː unlin	I saw a nice video online	video;online	[media] video→fidiu; online→unlin. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-006	نَسِيت password تَاع email	نسيت password تاع email	naˈsiːt baswuːrd ˈtaːʕ imiːl	I forgot the password of the email	password;email	[tech] password→baswuːrd; email→imiːl. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-007	ماشِي عَارِف بَسّ أَنَا think هَادْ project غَالِي	ماشي عارف بس أنا think هاد project غالي	ˈmaːʃiː ˈʕaːrif ˈbass ˈʔanaː θink ˈhaːd brudʒikt ˈɣaːliː	I don't know but I think this project is expensive	think;project	[work] think→θink; project→brudʒikt. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-008	delivery يُوصَل بُكْرَة وْ الدَّفْع cash	delivery يوصل بكرة و الدفع cash	dilifari ˈjuːsˤɑl ˈbukra w ˈddafʕ kaʃ	the delivery arrives tomorrow and payment is cash	delivery;cash	[commerce] delivery→dilifari; cash→kaʃ. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-009	service ماشِي مْزْيَان وْ delivery مِتْأَخِّر	service ماشي مزيان و delivery متأخر	sarfis ˈmaːʃiː ˈmzjaːn w dilifari miˈtʔaxxir	the service is not good and the delivery is late	service;delivery	[commerce] service→sarfis; delivery→dilifari. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-010	عِنْدِي laptop جَدِيد بَسّ wifi بَطِيء	عندي laptop جديد بس wifi بطيء	ˈʕindiː labtub ʒaˈdiːd ˈbass wifi bɑˈtˤiːʔ	I have a new laptop but the wifi is slow	laptop;wifi	[tech] laptop→labtub; wifi→wifi. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
