id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-TD-cs-001	دَايِر نَمْشِي cinema هَسَّع	داير نمشي cinema هسع	ˈdaːjir ˈnamʃiː sinama ˈhassaʕ	I want to go to the cinema now	cinema	[daily] French donor: cinema→sinama (o2i donor=fr-FR); pipeline reads Latin as en-GB→sinima. French is N'Djamena's live CS matrix; Chadian French loan layer (pommerol1999). qaf→[ɡ] frame داير 'wanting'/هسع 'now' (owens1993; owens2006).	known-wrong
ar-TD-cs-002	رُحْت pharmacie نَشْتَري دَوَا	رحت pharmacie نشتري دوا	ˈruħt faɣmasi ˈnaʃtariː ˈdawaː	I went to the pharmacy to buy medicine	pharmacie	[daily] French donor: pharmacie→faɣmasi (o2i donor=fr-FR, ʁ→ɣ); pipeline en-GB→faːrmasiː. French loan layer of Chadian Arabic (pommerol1999).	known-wrong
ar-TD-cs-003	أُمِّي تَطْبُخ فِي cuisine	أمي تطبخ في cuisine	ˈʔummiː ˈtɑtˤbux ˈfiː kwizin	my mother cooks in the kitchen	cuisine	[daily] French donor: cuisine→kwizin (o2i donor=fr-FR); pipeline en-GB→kuːzin. Chadian French domestic-register loan (pommerol1999).	known-wrong
ar-TD-cs-004	دَا service مَا كْوَيِّس	دا service ما كويس	ˈdaː saɣfis ˈmaː ˈkwajjis	this service is not good	service	[commerce] French donor: service→saɣfis (o2i donor=fr-FR, ʁ→ɣ); pipeline en-GB→sarfis. دا demonstrative + ما-negation, Sudanic-chain frame (owens1993). French CS matrix (pommerol1999).	known-wrong
ar-TD-cs-005	الْبَاب دَا automatique	الباب دا automatique	aˈlbaːb ˈdaː atəmatik	this door is automatic	automatique	[tech] French donor: automatique→atəmatik (o2i donor=fr-FR); pipeline en-GB→aatumatikw. French technical loan layer (pommerol1999).	known-wrong
ar-TD-cs-006	دَايِر نَشُوف docteur هَسَّع	داير نشوف docteur هسع	ˈdaːjir naˈʃuːf dəkti ˈhassaʕ	I want to see a doctor now	docteur	[daily] French donor: docteur→dəkti (o2i donor=fr-FR, final r dropped); pipeline en-GB→duktiar. داير 'I want' + هسع 'now' (owens1993). French loan layer (pommerol1999).	known-wrong
ar-TD-cs-007	عِنْدِي laptop جَدِيد بَسّ بَطِيء	عندي laptop جديد بس بطيء	ˈʕindiː labtub dʒaˈdiːd ˈbass bɑˈtˤiːʔ	I have a new laptop but it is slow	laptop	[tech] English loan laptop→labtub (/p/→[b], no /p/ in inventory); en-GB donor, default pan-Arabic table (Watson 2002; Holes 2004). English is the younger tech-register CS layer alongside French.	pinned
ar-TD-cs-008	دَايِر نَبْعَت email لِلْمُدِير	داير نبعت email للمدير	ˈdaːjir ˈnabʕat imiːl lilmuˈdiːr	I want to send an email to the manager	email	[tech] English loan email→imiːl (West Sudanic has no mid /eː/; total nativisation projects to nearest [iː], no drop). en-GB donor, default pan-Arabic table (Watson 2002; Holes 2004). qaf→[ɡ] daːjir frame (owens1993).	pinned
ar-TD-cs-009	دَفَعْت cash مَا card	دفعت cash ما card	daˈfaʕt kaʃ ˈmaː kaːrd	I paid cash not card	cash;card	[commerce] English loans cash→kaʃ; card→kaːrd. ما-negation, Sudanic chain (owens1993). en-GB donor, default pan-Arabic table (Watson 2002; Holes 2004).	pinned
ar-TD-cs-010	عِنْدِي meeting مُهِمّ مَعَ manager	عندي meeting مهم مع manager	ˈʕindiː miːtinɡ muˈhimm ˈmaʕa manadʒar	I have an important meeting with a manager	meeting;manager	[work] English loans meeting→miːtinɡ (/ŋ/→[nɡ], /ɡ/ in inventory via qaf→[ɡ]); manager→manadʒar (jīm/loan /dʒ/, ~[ɟ] palatal variant; owens1993/2006). en-GB donor, default pan-Arabic table (Watson 2002; Holes 2004).	pinned
