id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-MA-cs-001	خَصّْنِي نْشْرِي telephone جْدِيد	خصني نشري telephone جديد	ˈxɑsˤsˤniː ˈnʃriː talafon ˈʒdiːd	I need to buy a new phone	telephone	[tech] French donor: telephone→talafon (o2i donor=fr-FR); pipeline reads Latin as en-GB→tilifun. French is Morocco's live CS matrix (heath2020); frame register harrell1962/ennaji2004.	known-wrong
ar-MA-cs-002	كَنْطَيّبْ فْ cuisine مْعَ مّي	كنطيب ف cuisine مع مي	kaˈntˤɑjjb f kwizin ˈmʕa ˈmmiː	I cook in the kitchen with my mom	cuisine	[daily] French donor: cuisine→kwizin (o2i donor=fr-FR); pipeline en-GB→kuːzin. durative ka-n- (ennaji2004); French loan layer heath2020.	known-wrong
ar-MA-cs-003	هاد الباب كَيّْتّْحَلّْ automatique	هاد الباب كيتحل automatique	ˈhaːd aˈlbaːb kaˈjjttħall otomatik	this door opens automatically	automatique	[tech] French donor: automatique→otomatik (o2i donor=fr-FR); pipeline en-GB→aatumatikw. hād demonstrative + ka- durative passive (harrell1962).	known-wrong
ar-MA-cs-004	هاد service ماشِي مْزْيان	هاد service ماشي مزيان	ˈhaːd saɣfis ˈmaːʃiː ˈmzjaːn	this service is not good	service	[commerce] French donor: service→saɣfis (o2i donor=fr-FR, ʁ→ɣ); pipeline en-GB→sarfis. māši negator + mzyan 'good' (harrell1962).	known-wrong
ar-MA-cs-005	مْشِيت لْ pharmacie نْشْرِي دّْوا	مشيت ل pharmacie نشري دوا	ˈmʃiːt l faɣmasi ˈnʃriː ˈddwaː	I went to the pharmacy to buy medicine	pharmacie	[daily] French donor: pharmacie→faɣmasi (o2i donor=fr-FR); pipeline en-GB→faːrmasiː. mšit 1sg past (harrell1962); French loan heath2020.	known-wrong
ar-MA-cs-006	بْغِيت نْمْشِي لْ cinema اللِّيلَة	بغيت نمشي ل cinema الليلة	ˈbɣiːt ˈnmʃiː l sinama aˈllijla	I want to go to the cinema tonight	cinema	[daily] French donor: cinema→sinama (o2i donor=fr-FR); pipeline en-GB→sinima. bɣit 'I want' + n- imperfect (ennaji2004).	known-wrong
ar-MA-cs-007	صّْوّْرْت photo زْوِينَة بْزّاف	صورت photo زوينة بزاف	sˤsˤwwrt foto ˈzwiːna ˈbzzaːf	I took a very nice photo	photo	[daily] French donor: photo→foto (o2i donor=fr-FR); pipeline en-GB→futu. zwin 'nice', bzzaf 'a lot' (harrell1962); heavy onset ṣṣwwrt from syncope (heath2020).	known-wrong
ar-MA-cs-008	خَصّْنِي نْشُوف docteur دابا	خصني نشوف docteur دابا	ˈxɑsˤsˤniː ˈnʃuːf dokte ˈdaːbaː	I need to see a doctor now	docteur	[daily] French donor: docteur→dokte (o2i donor=fr-FR, final r dropped); pipeline en-GB→duktiar. xaṣṣni 'I must' + daba 'now' (harrell1962).	known-wrong
ar-MA-cs-009	نْشُوفَك فْ weekend إِنْ شاءَ الله	نشوفك ف weekend إن شاء الله	ˈnʃuːfak f wiːkind ˈʔin ˈʃaːʔ ˈallah	see you on the weekend, God willing	weekend	[daily] English loan weekend→wiːkind via en-GB donor (default pan-Arabic table, Watson2002/Holes2004); youth English CS layer (heath2020). frame harrell1962.	pinned
ar-MA-cs-010	عَنْدِي meeting مُهِمّ مْعَ الْخْدّامَة	عندي meeting مهم مع الخدامة	ˈʕandiː miːtinɡ muˈhimm ˈmʕa ˈlxddaːma	I have an important meeting with the staff	meeting	[work] English loan meeting→miːtinɡ (needs final /ɡ/, which MA declares); en-GB donor. ʕndi 'I have', xddama 'workers' (harrell1962).	pinned
ar-MA-cs-011	شّْفْتِي manager فْ الْمَكْتَب	شفتي manager ف المكتب	ˈʃʃftiː manadʒar f ˈlmaktab	did you see the manager in the office	manager	[work] English loan manager→manadʒar (ʒ, not Cairene ɡ; heath2020 MA jīm=/ʒ/); en-GB donor. šfti 2sg past (harrell1962).	pinned
ar-MA-cs-012	بْغِيت نْشْرِي online	بغيت نشري online	ˈbɣiːt ˈnʃriː unlin	I want to buy online	online	[commerce] English loan online→unlin via en-GB donor; bɣit + n- imperfect (ennaji2004).	pinned
ar-MA-cs-013	شْرِيت طُومُوبِيل جْدِيدَة	شريت طوموبيل جديدة	ˈʃriːt tˤoˈmobil ˈʒdiːda	I bought a new car	طُومُوبِيل	[automotive] iconic MA French loan ṭomobil 'car' (<Fr. automobile; harrell1962, heath2020). Pipeline over-lengthens the vocalised form → tˤuːmuˈːbiːl; attested realisation is /tˤomobil/.	known-wrong
ar-MA-cs-014	خَصّْنِي طَاكْسِي باش نْمْشِي	خصني طاكسي باش نمشي	ˈxɑsˤsˤniː ˈtˤɑːksiː ˈbaːʃ ˈnmʃiː	I need a taxi to go	طَاكْسِي	[automotive] MA French loan ṭaksi 'taxi' (harrell1962); pipeline reads the vocalised Arabic word faithfully. baš 'in order to' (harrell1962).	pinned
ar-MA-cs-015	مّي كَتّْطَيّبْ فْ الْكُوزِينَة	مي كتطيب ف الكوزينة	ˈmmiː kaˈtttˤɑjjb f lkuˈziːna	my mom cooks in the kitchen	كُوزِينَة	[daily] MA French/Romance loan kuzina 'kitchen' (harrell1962, heath2020). Pipeline emits a stress+length artifact lkuˈːziːna; attested realisation /kuˈziːna/.	known-wrong
ar-MA-cs-016	غادِي نْمْشِي السِّيمَانَة الْجايَة	غادي نمشي السيمانة الجاية	ˈɣaːdiː ˈnmʃiː ssiˈmaːna aˈlʒaːja	I will go next week	سِّيمَانَة	[daily] MA Romance loan simana 'week' (<Sp. semana; harrell1962). Pipeline inserts a spurious glide ssiˈjmaːna; attested realisation /ssiˈmaːna/. ghadi future particle (ennaji2004).	known-wrong
ar-MA-cs-017	ما كاينْش بْلاصَة فْ الْقَاعَة	ما كاينش بلاصة ف القاعة	ˈmaː ˈkaːjnʃ ˈblɑːsˤɑ f ˈlqaːʕa	there is no seat in the hall	بْلاصَة	[daily] MA Romance loan blaṣa 'place/seat' (<Sp./Fr. plaza/place; harrell1962); pipeline reads the vocalised word faithfully (emphatic ṣ). existential negation ma kayn-š (harrell1962).	pinned
