id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-JO-cs-001	بِدِّي أَبْعَت email لِلْمُدِير هَلَّق	بدي أبعت email للمدير هلق	ˈbiddiː ˈʔabʕat imeːl lilmuˈdiːr ˈhallaɡ	I want to send an email to the manager now	email	[tech] email→imeːl (mid-long /eː/ native). biddi 'I want' (alwer2020); ق→[ɡ] hallaɡ (Al-Wer 2020:560). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-002	عِنْدِي meeting مُهِمّ مَعَ الْمُدِير	عندي meeting مهم مع المدير	ˈʕindiː miːtinɡ muˈhimm ˈmaʕa lmuˈdiːr	I have an important meeting with the manager	meeting	[tech] meeting→miːtinɡ (/ŋ/→[nɡ], JO declares /ɡ/). table: Levantine (Al-Saidat 2011; Cowell 1964). Ammani koine ق→[ɡ], ج→[dʒ] (Al-Wer 2020); frame cowell1964/alwer2020	pinned
ar-JO-cs-003	شُفْت الْ manager بِالْمَكْتَب	شفت ال manager بالمكتب	ˈʃuft ˈal manadʒar biˈlmaktab	did you see the manager in the office	manager	[work] manager→manadʒar (loan ǧīm [dʒ], the Ammani jīm reflex; Al-Wer 2020). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-004	اشْتَرَيْت laptop جْدِيد بَسّ غَالِي	اشتريت laptop جديد بس غالي	iʃtaˈreːt labtub ˈdʒdiːd ˈbass ˈɣaːliː	I bought a new laptop but it is expensive	laptop	[tech] laptop→labtub (/p/→[b] onset and coda). ج=[dʒ] dʒdiːd (alwer2020); bass 'but'. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-005	بِدِّي أَشْتَرِي online مِش مِن الْمَحَلّ	بدي أشتري online مش من المحل	ˈbiddiː ˈʔaʃtariː unlin ˈmiʃ ˈmin almaˈħall	I want to buy online, not from the shop	online	[commerce] online→unlin. miš nominal negation (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-006	أَنَا think هَادَا غَالِي	أنا think هادا غالي	ˈʔanaː θink ˈhaːdaː ˈɣaːliː	I think this is expensive	think	[daily] think→θink (Levantine loan table retains interdental /θ/; note Ammani natively favours stop variants of ث, Al-Wer 2020). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-007	وَدِّيت السَّيَّارَة عَ الْ garage	وديت السيارة ع ال garage	waˈddiːt assaˈjjaːra ˈʕa l ɡaːradʒ	I took the car to the garage	garage	[automotive] garage→ɡaːradʒ (/ɡ/ + retained loan [dʒ]). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-008	مِنْحْكِي بِالْ weekend إِنْ شَاءَ الله	منحكي بال weekend إن شاء الله	ˈminħkiː ˈbil wiːkind ˈʔin ˈʃaːʔa ˈallah	we'll talk on the weekend, God willing	weekend	[daily] weekend→wiːkind. mn- 1pl imperfect minħki (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-009	نَزَّلْت الْ file بَسّ الْ download بَطِيء	نزلت ال file بس ال download بطيء	naˈzzalt ˈal fil ˈbass ˈal dawnloːud bɑˈtˤiːʔ	I downloaded the file but the download is slow	file;download	[tech] file→fil; download→dawnloːud (/əʊ/→[oː] monophthong, native to Levantine mid-long vowels). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-010	فِي offer وْ discount كْبِير	في offer و discount كبير	ˈfiː ufar w disawnt ˈkbiːr	there is an offer and a big discount	offer;discount	[commerce] offer→ufar; discount→disawnt. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
