id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-PS-cs-001	عِنْدِي email مِن الشُّغِل لَازِم أَرُدّ عَلِيه	عندي email من الشغل لازم أرد عليه	ˈʕindiː imeːl ˈmin ˈaʃʃuɣil ˈlaːzim ʔaˈrudd ʕaˈliːh	I have an email from work I must reply to	email	[tech] email→imeːl (/eː/ mid-long loan vowel, ar-PS inventory; almbark2015 §1.1). ʕindi 'I have', iš-šuɣil 'work' (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-002	اشْتَرَيْت laptop جْدِيد بَسّ بَطَّل يِشْتَغِل	اشتريت laptop جديد بس بطل يشتغل	iʃtaˈreːt labtub ˈʒdiːd ˈbass ˈbɑtˤtˤɑl ˈjiʃtaɣil	I bought a new laptop but it stopped working	laptop	[tech] laptop→labtub (/p/→[b], the Levantine nativisation delta; Al-Saidat 2011). baṭṭal 'stopped' + b-less imperfect yištaɣil (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-003	في printer خَرْبَان لَازِم نْصَلْحُه	في printer خربان لازم نصلحه	ˈfiː brintar xaˈrbaːn ˈlaːzim ˈnsˤɑlħuh	there is a broken printer we must fix	printer	[tech] printer→brintar (initial /p/→[b]; Al-Saidat 2011). fī existential, xarbān 'broken', n-imperfect nṣalḥu (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-004	شُفِت video كْتِير حِلُو عَ الْفَيْسْبُوك	شفت video كتير حلو ع الفيسبوك	ˈʃufit fidiu ˈktiːr ˈħiluː ˈʕa lfeˈːsbuːk	I saw a very nice video on Facebook	video	[tech] video→fidiu (/v/→[f]; ar-PS has no /v/; almbark2015). ktīr 'very' + ḥilu 'nice', ʕa proclitic (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-005	نِسِيت password تَاع الْإِيميل	نسيت password تاع الإيميل	niˈsiːt baswuːrd ˈtaːʕ alʔiˈːmiːl	I forgot the password of the email	password	[tech] password→baswuːrd (/p/→[b], medial embed; Al-Saidat 2011). tāʕ 'of' Palestinian genitive exponent (cowell1964; fadda2016). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-006	ضَاع مِنِّي charger الْمُوبَايل	ضاع مني charger الموبايل	ˈdˤɑːʕ ˈminniː ʃaːrdʒar almuˈːbaːjil	I lost the charger of the mobile	charger	[automotive] charger→ʃaːrdʒar (/tʃ/→[ʃ], the Levantine delta; Al-Saidat 2011; ǧīm loan [dʒ]). ḍāʕ minni 'I lost' (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-007	أَنَا think هَادَا الْمَحَلّ غَالِي	أنا think هادا المحل غالي	ˈʔanaː θink ˈhaːdaː lmaˈħall ˈɣaːliː	I think this shop is expensive	think	[opinion] think→θink (interdental /θ/ RETAINED in the loan vs Cairene [t]; almbark2015 keeps /θ/). hāda demonstrative, ɣāli 'expensive' (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-008	حَكِيت مَعَ manager الشِّرْكِة مْبَارِح	حكيت مع manager الشركة مبارح	ħaˈkiːt ˈmaʕa manadʒar aˈʃʃirke ˈmbaːriħ	I spoke with the company manager yesterday	manager	[work] manager→manadʒar (ǧīm kept [dʒ] in the loan vs Cairene [manaɡar]; Watson 2002). ḥakēt 'I spoke', mbāriḥ 'yesterday' (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-009	عِنْدِي meeting مُهِمّ بُكْرَا الصُّبِح	عندي meeting مهم بكرا الصبح	ˈʕindiː miːtinɡ muˈhimm ˈbukraː ˈsˤsˤubiħ	I have an important meeting tomorrow morning	meeting	[work] meeting→miːtinɡ (needs final /ɡ/, which ar-PS declares). bukra ṣ-ṣubiḥ 'tomorrow morning' (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-010	وَدِّيت السَّيَّارَة عَ garage	وديت السيارة ع garage	waˈddiːt assaˈjjaːra ˈʕa ɡaːradʒ	I took the car to the garage	garage	[automotive] garage→ɡaːradʒ (/ɡ/ + ǧīm [dʒ], both in ar-PS inventory). waddēt 'I took', ʕa proclitic (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-011	delivery بْيُوصَل بُكْرَا إِنْ شَاءَ الله	delivery بيوصل بكرا إن شاء الله	dilifari ˈbjuːsˤɑl ˈbukraː ˈʔin ˈʃaːʔa ˈallah	the delivery arrives tomorrow, God willing	delivery	[commerce] delivery→dilifari (/v/→[f]; initial embed). b-imperfect byūṣal (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-012	دَفَعِت الْحِسَاب cash مِش بِالْبِطَاقَة	دفعت الحساب cash مش بالبطاقة	ˈdafaʕit alħiˈsaːb kaʃ ˈmiʃ bilbiˈtˤaːʔa	I paid the bill in cash, not by card	cash	[commerce] cash→kaʃ (final embed). dafaʕit 'I paid', miš predicate negation (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-013	رِكِبِت السِّيرفِيس عَ الْبَلَد	ركبت السيرفيس ع البلد	ˈrikibit assiˈːrfiːs ˈʕa ˈlbalad	I took the microbus into town	السيرفيس	[transport] Arabic-script loan sirfīs 'service/shared taxi', attested Palestinian [sirˈfiːs] (/v/→[f] integrated; cowell1964); pipeline reads the native graphemes → matches attested. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-014	صَار عِنْدِي بَنْشَر عَ الطَّرِيق	صار عندي بنشر ع الطريق	ˈsˤɑːr ˈʕindiː ˈbanʃar ˈʕa tˤtˤɑˈriːʔ	I got a flat tyre on the road	بنشر	[automotive] Arabic-script loan banšar 'puncture/flat' (<Eng. puncture), attested Levantine/Palestinian [ˈbanʃar]; pipeline reads the native graphemes → matches attested. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-PS-cs-015	السَّيَّارَة أُوتُومَاتِيك مِش عَادِي	السيارة أوتوماتيك مش عادي	assaˈjjaːra ʔotomaˈtiːk ˈmiʃ ˈʕaːdiː	the car is automatic, not manual	أوتوماتيك	[automotive] loan ōtōmātīk; attested colloquial [ʔotomaˈtiːk] with /oː/ for و; pipeline reads و as /uː/ → 'assaˈjjaːra ʔuːtuːmaˈːtiːk ˈmiʃ ˈʕaːdiː' (WRONG). table: Levantine (Al-Saidat 2011; Cowell 1964)	known-wrong
ar-PS-cs-016	ضَاع مِنِّي الْمُوبَايل بِالسُّوق	ضاع مني الموبايل بالسوق	ˈdˤɑːʕ ˈminniː lmoˈbaːjil biˈlssuːʔ	I lost my mobile in the market	الموبايل	[tech] loan mōbāyil; attested [moˈbaːjil] with /oː/ for و; pipeline reads و as /uː/ → 'ˈdˤɑːʕ ˈminniː lmuˈːbaːjil biˈlssuːʔ' (WRONG). urban qāf→[ʔ] in as-sūʔ (cotter2016). table: Levantine (Al-Saidat 2011; Cowell 1964)	known-wrong
ar-PS-cs-017	التِّلِفِزْيُون الْجْدِيد كْبِير كْتِير	التلفزيون الجديد كبير كتير	attilifizˈjoːn aˈlʒdiːd ˈkbiːr ˈktiːr	the new television is very big	التلفزيون	[tech] loan tilifizyōn; attested [tilifizˈjoːn] with /oː/ for يون; pipeline reads و as /uː/ → 'attilifiˈzjuːn aˈlʒdiːd ˈkbiːr ˈktiːr' (WRONG). ǧīm [ʒ] urban in il-ʒdīd (almbark2015). table: Levantine (Al-Saidat 2011; Cowell 1964)	known-wrong
ar-PS-cs-018	shu a5barak? il7amdilla tamam	shu a5barak? il7amdilla tamam	ˈʃuː ʔaˈxbaːrak aˈlħamd ˈlillah taˈmaːm	how are you? fine, thank God	a5barak;il7amdilla	[arabizi] 3arabi spelling of شُو أَخْبَارَك؟ الْحَمْدِ لله تَمَام (5=/x/, 7=/ħ/); pipeline has no Arabizi path → hand-derived from the urban Palestinian reading (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	unsupported
ar-PS-cs-019	ana ra7 arou7 3a rammallah bukra	ana ra7 arou7 3a rammallah bukra	ˈʔanaː ˈraħ ʔaˈruːħ ˈʕa ˈraːm ˈallah ˈbukra	I'll go to Ramallah tomorrow	ra7;arou7;3a	[arabizi] spelling of أَنَا رَح أَرُوح عَ رَام الله بُكْرَة (7=/ħ/, 3=/ʕ/); raḥ future particle, ʕa proclitic (cowell1964); pipeline has no Arabizi path → hand-derived. table: Levantine (Al-Saidat 2011; Cowell 1964)	unsupported
ar-PS-cs-020	2addesh ilsa3a hala2?	2addesh ilsa3a hala2?	ʔaˈddiːʃ aˈssaːʕa ˈhallaʔ	what time is it now?	2addesh;ilsa3a;hala2	[arabizi] spelling of قَدِّيش السَّاعَة هَلَّق؟ (2=/ʔ/ urban qāf, 3=/ʕ/); ʔaddēš 'how much/what', hallaʔ 'now' — distinctively Palestinian (cotter2016; cowell1964); pipeline has no Arabizi path → hand-derived. table: Levantine (Al-Saidat 2011; Cowell 1964)	unsupported
