id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-LY-cs-001	نِبِّي نَبْعَت email لِلْمُدِير تَوّ	نبي نبعت email للمدير تو	ˈnibbiː ˈnabʕat imeːl lilmuˈdiːr ˈtaww	I want to send an email to the manager now	email	[tech] email→imeːl (loan mid-vowel [eː], in ar-LY inventory). Tripoli frame نِبِّي 'I want' + تَوّ 'now' (pereira2011eall). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-002	عِنْدِي laptop جْدِيد بَسّ wifi بَطِيء	عندي laptop جديد بس wifi بطيء	ˈʕindiː labtub ˈʒdiːd ˈbass wifi bɑˈtˤɪːʔ	I have a new laptop but the wifi is slow	laptop;wifi	[tech] laptop→labtub (/p/→[b]); wifi→wifi. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-003	لَازِم نَعْمْلُوا update لِلْبَرْنَامِج	لازم نعملوا update للبرنامج	ˈlaːzim ˈnaʕmluː abdat lilbarˈnaːmiʒ	we have to do an update for the program	update	[tech] update→abdat. Tripoli 1pl نَعْمْلُوا. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-004	نْسِيت password مْتَاع email	نسيت password متاع email	ˈnsiːt baswuːd ˈmtaːʕ imeːl	I forgot the password of the email	password;email	[tech] password→baswuːrd (/p/→[b]); email→imeːl. Genitive exponent مْتَاع mtāʕ (benkato2020). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-005	عِنْدِي meeting مُهِمّ مَعَ manager	عندي meeting مهم مع manager	ˈʕindiː miːtinɡ muˈhimm ˈmaʕa manadʒa	I have an important meeting with a manager	meeting;manager	[work] meeting→miːtinɡ (/ŋ/→[nɡ]); manager→manadʒar (loan /dʒ/ realised [dʒ], unlike native ǧīm→[ʒ] in Tripoli — pereira2011eall). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-006	شُفْت video بْنِين عَلَى online	شفت video بنين على online	ˈʃuft fidioː ˈbniːn ˈʕalaː unlin	I saw a nice video online	video;online	[daily] video→fidiu (/v/→[f]); online→unlin. Frame بْنِين 'nice' Maghrebi register (benkato2020). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-007	فِي offer بْنِينَة وْ discount كْبِير هَلْبَة	في offer بنينة و discount كبير هلبة	fiː ufa ˈbniːna w disawnt ˈkbiːr ˈhalba	there is a good offer and a very big discount	offer;discount	[commerce] offer→ufar; discount→disawnt. Intensifier هَلْبَة 'very', hallmark Libyan (pereira2011eall). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-008	delivery يُوصَل غُدْوَة وْ الدَّفْع cash	delivery يوصل غدوة و الدفع cash	dilifiri ˈjʊːsˤɑl ˈɣudwa w adˈdafʕ kaʃ	delivery arrives tomorrow and payment is cash	delivery;cash	[commerce] delivery→dilifari; cash→kaʃ. غُدْوَة 'tomorrow' Maghrebi (benkato2020). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-009	وَدِّيت الْكَرْهَبَة garage عَلَى خَاطِر engine	وديت الكرهبة garage على خاطر engine	wadˈdiːt alˈkarhaba ɡaradʒ ˈʕalaː ˈxɑːtˤɪr inɡin	I took the car to the garage because of the engine	garage;engine	[automotive] garage→ɡaːradʒ (/ɡ/ in ar-LY inventory, final /ʒ/→[dʒ] loan); engine→inɡin. كَرْهَبَة 'car' Libyan lexeme; عَلَى خَاطِر 'because of'. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-010	هَاذَا model جْدِيد وْ automatic	هاذا model جديد و automatic	ˈhaːdaː mudil ˈʒdiːd w aatumatik	this model is new and automatic	model;automatic	[automotive] model→mudil; automatic→aatumatik. Demonstrative هَاذَا (interdental retained in eastern-type spelling; Tripoli reads stop). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-011	أَنَا think هَاذَا model غَالِي هَلْبَة	أنا think هاذا model غالي هلبة	ˈʔanaː θink ˈhaːdaː mudil ˈɣaːliː ˈhalba	I think this model is very expensive	think;model	[daily] think→θink (/θ/ RETAINED, unlike Cairene tink — pereira2011eall keeps interdentals available); model→mudil. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-012	نْشُوفَك فِي weekend إِنْ شَاءَ الله	نشوفك في weekend إن شاء الله	ˈnʃuːfak fiː wiːkind ˈʔin ˈʃaːʔa ˈallah	see you on the weekend, God willing	weekend	[daily] weekend→wiːkind. Frame نْشُوفَك 'we see you' + إِنْ شَاءَ الله. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-LY-cs-013	الْكَرْهَبَة فَاضْيَة لَازِم نْعَمَّرْهَا بَنْزِينَة	الكرهبة فاضية لازم نعمرها بنزينة	alˈkarhaba ˈfɑːdˤja ˈlaːzim nʕamˈmarhaː banˈziːna	the car is empty, I have to fill it with petrol	بَنْزِينَة	[automotive] Italian loan بَنْزِينَة 'petrol' < It. benzina; attested Libyan [banˈziːna] (pereira2010; benkato2020 on the Italian loan stratum). Pipeline reads the vocalised loan natively and matches. table: Italian-contact loan into ar-LY (benkato2020 p.201)	pinned
ar-LY-cs-014	لَازِم نْبَدِّل الطُّرُمْبَة مْتَاع الْمَاء	لازم نبدل الطرمبة متاع الماء	ˈlaːzim ˈnbaddil ɑtˤtˤʊˈrumba ˈmtaːʕ alˈmaːʔ	I have to change the water pump	الطُّرُمْبَة	[automotive] Italian loan طُرُمْبَة 'pump' < It. tromba; attested Libyan [tˤˈrumba] (pereira2010). Pipeline matches. table: Italian-contact loan into ar-LY (benkato2020 p.201)	pinned
