id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-SY-cs-001	بِدِّي أَبْعَتْلَك email هَلَّق	بدي أبعتلك email هلق	ˈbiddiː ʔabˈʕatlak imeːl ˈhallaʔ	I want to send you an email now	email	[tech] email→imeːl; /eː/ mid-long loan vowel in ar-SY inventory (almbark2015 §1.1). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-002	اشْتَرَيْت laptop جْدِيد بَسّ wifi ضَعِيف عِنَّا	اشتريت laptop جديد بس wifi ضعيف عنا	iʃtaˈreːt labtub ˈʒdiːd ˈbass wifi dˤɑˈʕiːf ˈʕinnaː	I bought a new laptop but our wifi is weak	laptop;wifi	[tech] laptop→labtub (/p/→[b], Al-Saidat 2011); wifi→wifi. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-003	printer خَرْبَان لَازِم نْصَلْحُه بُكْرَا	printer خربان لازم نصلحه بكرا	brintar xarˈbaːn ˈlaːzim ˈnsˤɑlħuh ˈbukraː	the printer is broken, we must fix it tomorrow	printer	[tech] printer→brintar (initial /p/→[b], the ar-SY nativisation delta; Al-Saidat 2011). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-004	شُفْت video كْتِير حِلُو عَنِ الشَّام	شفت video كتير حلو عن الشام	ˈʃuft fidiu ˈktiːr ˈħiluː ˈʕani ˈʃʃaːm	I saw a very nice video about Damascus	video	[tech] video→fidiu (/v/→[f]; ar-SY has no /v/, Cowell 1964 ch.1). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-005	نْسِيت password تَبَع الْإِيميل	نسيت password تبع الإيميل	ˈnsiːt baswuːrd ˈtabaʕ alʔiːˈmiːl	I forgot the password of the email	password	[tech] password→baswuːrd (/p/→[b]; medial embed). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-006	دَفَعْت الْحِسَاب cash مُو بِالْكَرْت	دفعت الحساب cash مو بالكرت	daˈfaʕt alħiˈsaːb kaʃ ˈmuː bilˈkart	I paid the bill in cash, not by card	cash	[commerce] cash→kaʃ (final embed; muː negation, cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-007	فِي offer مْنِيح وْ discount كْبِير عَالْمَحَلّ	في offer منيح و discount كبير عالمحل	ˈfiː ufar ˈmniːħ w disawnt ˈkbiːr ʕaːlmaˈħall	there is a good offer and a big discount at the shop	offer;discount	[commerce] offer→ufar; discount→disawnt; mnīḥ 'good' Damascene (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-008	delivery بْيُوصَل بُكْرَا إِنْ شَاءَ الله	delivery بيوصل بكرا إن شاء الله	dilifari ˈbjuːsˤɑl ˈbukraː ˈʔin ˈʃaːʔa ˈallah	the delivery arrives tomorrow, God willing	delivery	[commerce] delivery→dilifari (/v/→[f]; initial embed; b-imperfect byūṣal). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-009	sorry تْأَخَّرْت عَلَيْك شْوَي	sorry تأخرت عليك شوي	suːri tʔaxˈxart ʕaˈleːk ˈʃweː	sorry, I was a bit late for you	sorry	[daily] sorry→suːri (sentence-initial discourse loan). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-010	charger تَبَع الْمُوبَايل خَرْبَان	charger تبع الموبايل خربان	ʃaːrdʒar ˈtabaʕ almuːˈbaːjil xarˈbaːn	the charger of the mobile is broken	charger	[automotive] charger→ʃaːrdʒar (/tʃ/→[ʃ], the ar-SY delta; Al-Saidat 2011; ǧīm [dʒ]). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-011	حَكَيْت مَعَ manager الشِّرْكِة مْبَارِح	حكيت مع manager الشركة مبارح	ħaˈkeːt ˈmaʕa manadʒar aʃˈʃirke ˈmbaːriħ	I spoke with the company manager yesterday	manager	[work] manager→manadʒar (ǧīm kept [dʒ] vs Cairene [manaɡar]; Watson 2002). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-012	أَنَا think هَادَا model غَالِي كْتِير	أنا think هادا model غالي كتير	ˈʔanaː θink ˈhaːdaː mudil ˈɣaːliː ˈktiːr	I think this model is very expensive	think;model	[opinion] think→θink (interdental /θ/ RETAINED in ar-SY vs Cairene [t]; cowell1964); model→mudil. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-013	رِكِبْت السَّرْفِيس عَ الْجَامْعَة	ركبت السرفيس ع الجامعة	riˈkibt assarˈfiːs ˈʕa ˈlʒaːmʕa	I took the microbus to the university	السرفيس	[transport] Arabic-script loan sarfīs 'service/microbus' [sarˈfiːs] (/v/→[f] integrated; cowell1964); pipeline reads native graphemes → matches attested. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-014	بَدَّك تِدْفَع كَاش وِلَّا بِالْبِطَاقَة	بدك تدفع كاش ولا بالبطاقة	ˈbaddak ˈtidfaʕ ˈkaːʃ ˈwillaː bilbiˈtˤɑːʔa	do you want to pay cash or by card	كاش	[commerce] Arabic-script loan kāš [kaːʃ], attested Levantine loan; pipeline matches attested. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-SY-cs-015	السَّيَّارَة أُوتُومَاتِيك مُو عَادِي	السيارة أوتوماتيك مو عادي	assaˈjjaːra ʔotomaˈtiːk ˈmuː ˈʕaːdiː	the car is automatic, not manual	أوتوماتيك	[automotive] loan ōtōmātīk; attested colloquial [ʔotomaˈtiːk] with /oː/ for و; pipeline reads و as /uː/ → ˈʔuːtuːmaˈːtiːk (WRONG); full pipeline: 'assaˈjjaːra ʔuːtuːmaˈːtiːk ˈmuː ˈʕaːdiː'. table: Levantine (Al-Saidat 2011; Cowell 1964)	known-wrong
ar-SY-cs-016	ضَاع مِنِّي الْمُوبَايِل بِالسُّوق	ضاع مني الموبايل بالسوق	ˈdˤɑːʕ ˈminniː lmoˈbaːjil bisˈsuːʔ	I lost my mobile in the market	الموبايل	[tech] loan mōbāyil; attested [moˈbaːjil] with /oː/ for و; pipeline reads و as /uː/ → lmuˈːbaːjil (WRONG); full pipeline: 'ˈdˤɑːʕ ˈminniː lmuˈːbaːjil biˈlssuːʔ'. table: Levantine (Al-Saidat 2011; Cowell 1964)	known-wrong
