id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-LB-cs-001	مَرْحَبَا bonjour كِيفَك الْيَوم	مرحبا bonjour كيفك اليوم	ˈmarħabeː boːʒu ˈkiːfak aˈljoːm	hello, good morning, how are you today	bonjour	[greeting] French donor (fr-FR); Levantine loan table (Al-Saidat 2011; Cowell 1964). Pipeline hardwires en-GB donor so misreads it: bonjour→boːʒu (nasal ɔ̃→oː, ʒ retained). Pipeline en-GB→bundʒawar. French bonjour is daily Beiruti speech (cowell1964). frame register cowell1964; Beiruti imala almbark2015/fadda2016.	known-wrong
ar-LB-cs-002	merci كْتِير عَ الْمُسَاعَدَة	merci كتير ع المساعدة	maɣsi ˈktiːr ˈʕa lmuˈsaːʕade	thank you very much for the help	merci	[daily] French donor (fr-FR); Levantine loan table (Al-Saidat 2011; Cowell 1964). Pipeline hardwires en-GB donor so misreads it: merci→maɣsi (French ʁ→ɣ, per ar-MA precedent). Pipeline en-GB→marsi. ʕa preposition kept unfronted (register). frame register cowell1964; Beiruti imala almbark2015/fadda2016.	known-wrong
ar-LB-cs-003	هَلَّق ça va مَعَك؟	هلق ça va معك؟	ˈhallaʔ safa ˈmaʕak	so, how are you doing now?	ça va	[greeting] French donor (fr-FR); Levantine loan table (Al-Saidat 2011; Cowell 1964). Pipeline hardwires en-GB donor so misreads it: ça va→safa (v→f Levantine, Al-Saidat 2011). Pipeline mangles the Latin to 'a fa'. ça va is stock Beiruti greeting (cowell1964). hallaʔ ق→ʔ (almbark2015).	known-wrong
ar-LB-cs-004	رُحْت عَ الْ pharmacie جِبْت دَوَا	رحت ع ال pharmacie جبت دوا	ˈruħt ˈʕa l faɣmasi ˈʒibt ˈdawaː	I went to the pharmacy and got medicine	pharmacie	[daily] French donor (fr-FR); Levantine loan table (Al-Saidat 2011; Cowell 1964). Pipeline hardwires en-GB donor so misreads it: pharmacie→faɣmasi (ʁ→ɣ). Pipeline en-GB→faːrmasiː. ʕa kept unfronted (register); ج=/ʒ/ ʒibt (cowell1964). frame register cowell1964; Beiruti imala almbark2015/fadda2016.	known-wrong
ar-LB-cs-005	الْأَكِل بِالْ cuisine طَيِّب	الأكل بال cuisine طيب	ˈalʔakil ˈbil kwizin ˈtˤajjib	the food in the kitchen is good	cuisine	[daily] French donor (fr-FR); Levantine loan table (Al-Saidat 2011; Cowell 1964). Pipeline hardwires en-GB donor so misreads it: cuisine→kwizin (front /y/→w-glide). Pipeline en-GB→kuːzin. emphatic ط ṭayyib (watson2002). frame register cowell1964; Beiruti imala almbark2015/fadda2016.	known-wrong
ar-LB-cs-006	ضَاعَ مِنِّي الْ telephone	ضاع مني ال telephone	ˈdˤɑːʕe ˈminniː l telefoːn	I lost my phone	telephone	[tech] French donor (fr-FR); Levantine loan table (Al-Saidat 2011; Cowell 1964). Pipeline hardwires en-GB donor so misreads it: telephone→telefoːn (final ɔ→oː; French téléphone is the everyday Beiruti word). Pipeline en-GB→tilifun. emphatic ض backing dˤɑːʕe (watson2002). frame register cowell1964; Beiruti imala almbark2015/fadda2016.	known-wrong
ar-LB-cs-007	بَدِّي أَبْعَت email لِلْمُدِير هَلَّق	بدي أبعت email للمدير هلق	ˈbaddiː ˈʔabʕat imeːl lilmuˈdiːr ˈhallaʔ	I want to send an email to the manager now	email	[tech] email→imeːl (mid-long /eː/ native to Levantine, Cowell 1964). baddi 'I want' (cowell1964); ق→ʔ hallaʔ. table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-LB-cs-008	عِنْدِي meeting مُهِمّ مَعَ الْمُدِير	عندي meeting مهم مع المدير	ˈʕindiː miːtink muˈhimm ˈmaʕa lmuˈdiːr	I have an important meeting with the manager	meeting	[tech] meeting→miːtink (/ŋ/→[nk] at pausal). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-LB-cs-009	شُفْت الْ manager بِالْمَكْتَب	شفت ال manager بالمكتب	ˈʃuft ˈal manadʒar bilˈmaktab	did you see the manager in the office	manager	[work] manager→manadʒar (ǧīm reflex [dʒ] in loan; urban jīm is [ʒ] natively). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-LB-cs-010	اشْتَرَيْت laptop جْدِيد بَسّ غَالِي	اشتريت laptop جديد بس غالي	ʔiʃtaˈreːt labtub ˈʒdiːd ˈbass ˈɣaːliː	I bought a new laptop but it is expensive	laptop	[tech] laptop→labtub (/p/→[b] onset and coda). ج=/ʒ/ ʒdiːd; bass 'but' (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
